Bahnhof               | id 
Freising Düwellstraße | de:09178:2890
Freising Epiphanias-Zentrum | de:09178:2841
Freising Erdinger Straße 31 | de:09178:2839
Freising Falkenstraße | de:09178:2848
Freising Finkenstraße | de:09178:2844
Freising Forstzentrum | de:09178:9413
Freising Fraunhofer-Institut | de:09178:2903
Freising Freising | de:09178:2680
Freising Freising P+R-Platz | de:09178:2831
Freising Frühlingstraße | de:09178:2932
Freising Gartenstraße | de:09178:2928
Freising General-von-Stein-Straße | de:09178:2886
Freising Gewerbegebiet Erdinger Straße | de:09178:2631
Freising Giggenhauser Straße | de:09178:2931
Freising Gute Änger | de:09178:2939
Freising Gutenbergstraße | de:09178:2936
Freising Haggertystraße | de:09178:2845
Freising Heiliggeistgasse | de:09178:2927
Freising Hittostraße | de:09178:2924
Freising Hofmiller-Gymnasium | de:09178:2922
Freising Hofmiller-/Vimystr. 1 | de:09178:2910
Freising Isarstraße | de:09178:2852
Freising Jagdstraße | de:09178:9402
Freising Kammergasse | de:09178:2681
Freising Karwendelring | de:09178:2874
Freising Katharina-Mair-Straße | de:09178:2865
Freising Kepserstraße | de:09178:2846
Freising Kirche St. Lantpert | de:09178:2836
Freising Klebelstraße | de:09178:2682
Freising Kleine Wies | de:09178:2872
Freising Klinikum Ost | de:09178:2885
Freising Klinikum Süd | de:09178:2684
Freising Kölblstraße | de:09178:2948
Freising Korbinianbrücke | de:09178:2678
Freising Landratsamt | de:09178:2898
Freising Landshuter Straße | de:09178:2902
Freising Landshuter/Tuchinger Straße | de:09178:3176
Freising Lange Point | de:09178:2920
Freising Liesel-Beckmann-Straße | de:09178:9414
Freising Malvenstraße | de:09178:2934
Freising Marienplatz | de:09178:2851
Freising Moltkestraße | de:09178:2894
Freising Moosgasse | de:09178:2904
Freising Moosstraße | de:09178:2842
Freising Murstraße | de:09178:9404
Freising Obere Hauptstraße | de:09178:2854
Freising Obervellacher Straße | de:09178:2858
Freising Ottostr./Heiliggeistgasse | de:09178:2838
Freising Plantagenweg | de:09178:2868
Freising Plantagenweg Süd | de:09178:2867
Freising Prechtlstraße | de:09178:9401
Freising Prinz-Ludwig-Straße | de:09178:2942
Freising Rabenweg | de:09178:9405
Freising Realschule Gute Änger | de:09178:2717
Freising Richard-Strauss-Straße | de:09178:2676
Freising Rotkreuzstraße | de:09178:2628
Freising Savoyer Au | de:09178:2833
Freising Schlüterstraße | de:09178:2859
Freising Schwabenau | de:09178:2849
Freising Schwimmbad | de:09178:2837
Freising Seniorenzentrum | de:09178:2882
Freising Sonnenstraße | de:09178:2925
Freising Stadtfriedhof | de:09178:2883
Freising Stadtwerke | de:09178:2866
Freising Steinbreite | de:09178:2921
Freising Steinpark | de:09178:2944
Freising Studentenheim | de:09178:2906
Freising Untere Hauptstraße | de:09178:2853
Freising Vimystraße | de:09178:2884
Freising Waldfriedhof | de:09178:2876
Freising Waldsiedlung | de:09178:2864
Freising Wallbergstraße | de:09178:2862
Freising Weihenstephan | de:09178:2911
Freising Weihenstephaner Berg | de:09178:2617
Freising Weihenstephaner Straße | de:09178:2918
Freising Wettersteinring | de:09178:9411
Freising Wiesenthalstraße | de:09178:2896
Freundsbach Freundsbach, Abzw. | de:09178:3061
Freymann Freymann | de:09174:7159
Frickendorf (Obb.) Abzw. Frickendorf | de:09186:8425
Frieding (Andechs) Frieding | de:09188:5512
Frieding (Andechs) Hannawies | de:09188:5323
Froschbach (Obb.) Froschbach | de:09177:3541
Froschkern Froschkern | de:09175:3976
Frotzhofen Frotzhofen | de:09175:4015
Fuchswinkl Fuchswinkl, Abzw. | de:09178:3233
Fürholzen (Kr Freising) Kriegerdenkmal | de:09178:2772
Fürholzen (Kr Mühldorf) Fürholzen | de:09183:80621
Fürstenfeldbruck Abt-Anselm-Straße | de:09179:6099
Fürstenfeldbruck Abt-Führer-Str. | de:09179:6618
Fürstenfeldbruck Abzw. Aich | de:09179:6436
Fürstenfeldbruck Adolf-Kolping-Straße | de:09179:6549
Fürstenfeldbruck Am Hardtanger | de:09179:6203
Fürstenfeldbruck Amtsgericht/Klinikum | de:09179:6347
Fürstenfeldbruck Auf der Lände | de:09179:6330
Fürstenfeldbruck Bajuwarenstraße | de:09179:6431
Fürstenfeldbruck Buchenauer Straße | de:09179:6344
Fürstenfeldbruck Cerveteristraße/Stadtwerke FFB | de:09179:6345
Fürstenfeldbruck Dachauer Straße | de:09179:6349
Fürstenfeldbruck Deichensteg | de:09179:6333
Fürstenfeldbruck Dianastraße | de:09179:6340
Fürstenfeldbruck Feldstraße | de:09179:6394
Fürstenfeldbruck Fliegerhorst | de:09179:6398
Fürstenfeldbruck Fürstenfeldbruck | de:09179:6190
Fürstenfeldbruck Fürstenfeld | de:09179:6327
Fürstenfeldbruck Fürstenfelder Straße | de:09179:6547
Fürstenfeldbruck Ganghoferstraße | de:09179:6393
Fürstenfeldbruck Gegenpointstraße | de:09179:6361
Fürstenfeldbruck Gnadenkirche | de:09179:6343
Fürstenfeldbruck Hans-Sachs-Straße | de:09179:6326
Fürstenfeldbruck Hasenheide Nord | de:09179:6525
Fürstenfeldbruck Hauptplatz | de:09179:6260
Fürstenfeldbruck Hochfeldweg | de:09179:6263
Fürstenfeldbruck Holzstraße | de:09179:6332
Fürstenfeldbruck Hubertusstraße | de:09179:6335
Fürstenfeldbruck Hugo-Junkers-Straße | de:09179:6189
Fürstenfeldbruck Industriestraße | de:09179:6201
Fürstenfeldbruck Josef-Spital-Str./Klinikum | de:09179:6346
Fürstenfeldbruck Kapellenstraße | de:09179:6262
Fürstenfeldbruck Klosterstraße | de:09179:6341
Fürstenfeldbruck Konrad-Adenauer-Straße | de:09179:6336
Fürstenfeldbruck Kronprinz-Rupprecht-Straße | de:09179:6396
Fürstenfeldbruck Landratsamt | de:09179:6258
Fürstenfeldbruck Liebigstraße | de:09179:6391
Fürstenfeldbruck Maisacher Straße | de:09179:6392
Fürstenfeldbruck Messerschmittstraße | de:09179:6193
Fürstenfeldbruck Neufeld Nord | de:09179:6613
Fürstenfeldbruck Neulindach | de:09179:6264
Fürstenfeldbruck Otto-Kubel-Straße/Isar-Amper-Klinikum | de:09179:6337
Fürstenfeldbruck Parsevalstraße | de:09179:6334
Fürstenfeldbruck Pestalozzischule | de:09179:6259
Fürstenfeldbruck Pucher Meer | de:09179:6269
Fürstenfeldbruck Puchermühlstraße | de:09179:6331
Fürstenfeldbruck Realschule | de:09179:6329
Fürstenfeldbruck Rudolf-Diesel-Ring | de:09179:6265
Fürstenfeldbruck Schöngeisinger Straße | de:09179:6328
Fürstenfeldbruck Schule Nord | de:09179:6633
Fürstenfeldbruck Schule West | de:09179:6342
Fürstenfeldbruck Sinzingerstraße/Isar-Amper-Klinikum | de:09179:6348
Fürstenfeldbruck St. Bernhard | de:09179:6325
Fürstenfeldbruck Theodor-Heuss-Straße | de:09179:6318
Fürstenfeldbruck Viehmarktstraße | de:09179:5804
Fürstenfeldbruck Viscardi-Gymnasium | de:09179:6288
Fürstenfeldbruck Viscardistraße | de:09179:5299
Fürstenfeldbruck Waldfriedhofstraße | de:09179:6339
Fürstenfeldbruck Wiesenstraße | de:09179:6395
Fürstenfeldbruck Zenettistraße | de:09179:6204
Furtarn Furtarn, Abzw. | de:09177:3708
Furth (b München) Am Gries | de:09184:2442
Furth (b München) Auf der Wies | de:09184:9251
Furth (b München) Furth | de:09184:2330
Furthmühle (Fraunberg) Furthmühle | de:09177:3384
Gaden (Kr Erding) Feuerwehrhaus | de:09177:3759
Gaden (Kr Erding) Gaden Ost | de:09177:3763
Gaden (Kr Erding) Gaden West | de:09177:3757
Gaggers Gaggers | de:09174:7116
Gaisberg (Kr Mühldorf) Gaisberg (Gars am Inn) | de:09183:11612
Gaißach (Obb.) Abzw. Kranzer | de:09173:9625
Gaißach (Obb.) Gaißach | de:09173:4510
Galgen Galgen, Ort | de:09179:6153
Gallersberg (Kr Freising) Gallersberg | de:09178:2961
Gammelsdorf Gammelsdorf | de:09178:3855
Ganzenöd Ganzenöd | de:09177:3470
Garatshausen Weylerstraße | de:09188:5421
Garbertshausen Garbertshausen | de:09186:8524
Garching (b München) Auweg | de:09184:2062
Garching (b München) Boltzmannstraße | de:09184:2073
Garching (b München) Breslauer Straße | de:09184:2015
Garching (b München) Brunnenweg | de:09184:2025
Garching (b München) Bürgerhaus | de:09184:2335
Garching (b München) Daimlerstraße | de:09184:2016
Garching (b München) Garching | de:09184:490
Garching (b München) Garching, Forschungszentrum | de:09184:460
Garching (b München) Garching-Hochbrück | de:09184:480
Garching (b München) Gewerbegebiet | de:09184:2014
Garching (b München) Graf-Zeppelin-Platz | de:09184:2339
Garching (b München) Gutenbergstraße | de:09184:2075
Garching (b München) Keltenweg | de:09184:2018
Garching (b München) Lehrer-Stieglitz-Straße | de:09184:2026
Garching (b München) Lilienthalstraße | de:09184:2059
Garching (b München) Ludwig-Prandtl-Straße | de:09184:2071
Garching (b München) Maier-Leibnitz-Straße | de:09184:2022
Garching (b München) Mühlgasse | de:09184:2019
Garching (b München) Parkring Süd | de:09184:2349
Garching (b München) Parkring West | de:09184:2338
Garching (b München) Prof.-Angermair-Ring | de:09184:2017
Garching (b München) Römerhofweg | de:09184:2028
Garching (b München) Schleißheimer Kanal | de:09184:2058
Garching (b München) Stettiner Weg | de:09184:2488
Garching (b München) Technische Universität | de:09184:2070
Garching (b München) Untere Straßäcker | de:09184:2237
Garching (b München) Wasserturmstraße | de:09184:2060
Garching (b München) Watzmannring | de:09184:2029
Garching (b München) Zeppelinstraße | de:09184:2057
Garkofen Garkofen | de:09175:4075
Gars am Inn Bosostraße | de:09183:6544
Gars am Inn Gars am Inn, Gymnasium | de:09183:6056
Gars am Inn Gars am Inn, Hauptschule | de:09183:6049
Gars am Inn Gars am Inn, Rathaus | de:09183:6543
Gars am Inn Gars (Inn) | de:09183:6542
Gars am Inn Innbrücke | de:09183:5997
Gars am Inn Straßwirt | de:09183:6726
Gars am Inn St. Ulrichstraße | de:09183:6291
Gartelshausen Gartelshausen, Abzw. | de:09178:3196
Gartelshausen Gartelshausen, Ort | de:09178:3197
Gartelsried Hauptstraße | de:09174:7154
Gartelsried Niederdorfer Straße | de:09174:7151
Gassen (Maitenbeth) Gassen (Maitenbeth) | de:09183:80638
Gauting Ammerseestraße | de:09188:5623
Gauting Asklepios-Fachkliniken | de:09188:5624
Gauting Buchendorfer Berg | de:09188:5618
Gauting Buchendorfer Straße | de:09188:5612
Gauting Feldstraße | de:09188:5614
Gauting Friedhof | de:09188:5741
Gauting Gauting Bf. Ausstieg | de:09188:5431
Gauting Gauting | de:09188:5430
Gauting J.-Dosch-Schule | de:09188:5611
Gauting Magdalenenstraße | de:09188:5640
Gauting Pentenrieder Straße | de:09188:6109
Gauting Pippinplatz | de:09188:5641
Gauting Planegger Straße | de:09188:5613
Gauting Rathaus | de:09188:5608
Gauting Schulzentrum | de:09188:5607
Gauting Sonderflughafen Ost | de:09188:5320
Gauting Sonnwendstraße | de:09188:5616
Gauting Unterbrunner Straße | de:09188:5622
Gauting Untertaxetweg | de:09188:5627
Gauting Würmbrücke | de:09188:5610
Geiselbullach Adlerweg | de:09179:6227
Geiselbullach Gewerbepark Nord | de:09179:6786
Geiselbullach Gewerbepark Ost | de:09179:6787
Geiselbullach Gewerbepark Süd | de:09179:6135
Geiselbullach H.-Böcker-Straße | de:09179:6246
Geiselbullach Kapellenweg | de:09179:6248
Geisenbrunn Geisenbrunn | de:09188:5350
Geisenhofen Geisenhofen | de:09179:6251
Geislbach Geislbach | de:09177:3609
Geiting Geiting | de:09178:3767
Geltendorf Alter Wirt | de:09181:2204
Geltendorf Geltendorf | de:09181:502
Geltendorf Geltendorf, Ortsmitte | de:09181:2205
Geltendorf Hausener Str. | de:09181:2210
Geltendorf Heuweg | de:09181:5984
Geltendorf Schulstr. | de:09181:2206
Gelting (Pliening) Friedhof | de:09175:3940
Gelting (Pliening) Geltinger Au | de:09175:3966
Gelting (Pliening) Kirche | de:09175:3962
Gelting (Pliening) Neufarner Straße | de:09175:3961
Gelting (Pliening) Ulrich-Pucher-Straße | de:09175:3964
Gelting (Wolfratshausen) Alleebüchelweg | de:09173:4758
Gelting (Wolfratshausen) Breitenbachstraße | de:09173:4757
Gelting (Wolfratshausen) Ringstraße | de:09173:4759
Gerblinghausen Gerblinghausen | de:09184:2430
Geretsried Achenseeweg | de:09173:4748
Geretsried Alpenstraße | de:09173:4741
Geretsried Am Stern | de:09173:4784
Geretsried Banater Straße | de:09173:4726
Geretsried Blumenstraße | de:09173:4764
Geretsried Chamalieres Platz | de:09173:4727
Geretsried Dompfaffenweg | de:09173:4724
Geretsried Elbestraße | de:09173:4772
Geretsried Erikaweg | de:09173:4737
Geretsried Fasanenweg | de:09173:4776
Geretsried Feuerwehr | de:09173:4785
Geretsried Feuerwehrschule | de:09173:4777
Geretsried Förderschule | de:09173:4781
Geretsried Geltinger Weg | de:09173:4739
Geretsried Graslitzer Straße | de:09173:4735
Geretsried Gustav-Adolf-Str | de:09173:4731
Geretsried Isarau-Stadion | de:09173:4743
Geretsried Johannisplatz | de:09173:4768
Geretsried Karl-Lederer-Schule | de:09173:4746
Geretsried Keplerweg | de:09173:4783
Geretsried Kirchplatz | de:09173:4774
Geretsried Kochelseeweg | de:09173:4728
Geretsried Lilienstraße | de:09173:4766
Geretsried Maiglöckchenweg | de:09173:4733
Geretsried Nelkenweg | de:09173:4732
Geretsried Neuer Platz | de:09173:4744
Geretsried Rathaus B11 | de:09173:4765
Geretsried Rathaus | de:09173:4736
Geretsried Rosenweg | de:09173:4734
Geretsried Rotkehlchenweg | de:09173:4725
Geretsried Rübezahlstraße | de:09173:4770
Geretsried Schubertweg | de:09173:4786
Geretsried Schulzentrum | de:09173:4778
Geretsried Sperlingstraße | de:09173:4723
Geretsried Stein B11 | de:09173:4787
Geretsried Stein | de:09173:4788
Geretsried Steiner Ring Süd | de:09173:4729
Geretsried St.-Hubertus-Straße | de:09173:4730
Geretsried St. Nikolaus | de:09173:4779
Geretsried Sudetenstraße | de:09173:4782
Geretsried Verdiweg | de:09173:4747
Geretsried Waldfriedhof | de:09173:4780
Geretsried Zugspitzweg | de:09173:4742
Gerlhausen Gerlhausen | de:09178:3026
Germannsberg Germannsberg | de:09179:6386
Germering Beethovenstraße | de:09179:6366
Germering Brückenstraße | de:09179:6377
Germering Danziger Straße | de:09179:6607
Germering Dorfstraße | de:09179:6370
Germering Fichtenstraße | de:09179:6464
Germering GEP | de:09179:6606
Germering Germering Bf. West | de:09179:6401
Germering Germeringer See | de:09179:6610
Germering Germering-Unterpfaffenhofen | de:09179:6250
Germering Gewerbegebiet Nord | de:09179:6107
Germering Hallenbad | de:09179:6612
Germering Harthaus Bf. Nord | de:09179:6480
Germering Hochrainweg | de:09179:6536
Germering Holzkirchner Straße | de:09179:6474
Germering Industriestraße | de:09179:6235
Germering Kirchenschule | de:09179:6359
Germering Königsberger Straße | de:09179:6455
Germering Kriemhildenstraße | de:09179:6498
Germering Krippfeldstraße | de:09179:6472
Germering Leipziger Straße | de:09179:6467
Germering Ludwigstraße | de:09179:6605
Germering Max-Born-Gymnasium | de:09179:6493
Germering Münchener Straße | de:09179:6111
Germering Obere Bahnhofstraße | de:09179:6449
Germering Odinstraße | de:09179:6496
Germering Oskar-von-Miller-Straße | de:09179:6457
Germering Quirin-Wörl-Straße | de:09179:6447
Germering Rathaus Germering | de:09179:6368
Germering Salzstraße | de:09179:6468
Germering Schillerstraße | de:09179:6470
Germering Schusterhäusl | de:09179:6375
Germering Stadthalle | de:09179:6499
Germering St. Jakob | de:09179:6473
Germering St. Martin (alt) | de:09179:6445
Germering Waldfriedhof | de:09179:6465
Germering Wittelsbacher Schule | de:09179:6491
Germering Wittelsbacherstraße | de:09179:6492
Germering Wotanstraße | de:09179:6497
Germerswang Frauenberger Straße | de:09179:6146
Germerswang Germerswang | de:09179:6148
Gernlinden Bruder-Konrad-Str. | de:09179:6791
Gernlinden Ganghoferstraße | de:09179:6131
Gernlinden Gernlinden / Bürgerzentrum | de:09179:6636
Gernlinden Gernlinden | de:09179:6130
Gernlinden Goethestraße | de:09179:6672
Gernlinden Graf-Toerring-Straße | de:09179:6647
Gernlinden Herbststraße | de:09179:6673
Gernlinden Josef-Poxleitner-Allee | de:09179:6136
Gernlinden Max-Rappenglitz-Ring | de:09179:6638
Gernlinden Ringstraße | de:09179:6134
Gernlinden Rudolf-Diesel-Straße | de:09179:6132
Gernlinden Verdistraße | de:09179:6635
Gerolsbach Aichacherstraße | de:09186:8714
Gerolsbach Bushaltestelle | de:09186:8743
Gerolsbach Gemeindekanzlei | de:09186:8441
Gerolsbach Gerolsbach, Ortsmitte | de:09186:8521
Gerolsbach Kohlstattstraße | de:09186:8449
Gerolsbach Riederner Äcker | de:09186:8455
Gersdorf (Kr EBE) Gersdorf | de:09175:4126
Gesseltshausen Gesseltshausen, Abzw. | de:09178:2759
Gesseltshausen Gesseltshausen | de:09178:2764
Giebing (Kr Dachau) Giebing | de:09174:7230
Giebing (Kr Dachau) Rettenbacher Feld | de:09174:7241
Giegenhausen Abzw. Giegenhausen | de:09186:8426
Giesenbach Giesenbach, Abzw. | de:09178:2761
Giesenbach Giesenbach | de:09178:2781
Giggenhausen Hauptstraße | de:09178:2780
Giggenhausen Maibaum | de:09178:2778
Giglberg (Gars am Inn) Abzw. Giglberg | de:09183:80885
Gilching Friedrichshafener Straße | de:09188:5457
Gilching Gewerbegebiet Süd | de:09188:5369
Gilching Gilching-Argelsried | de:09188:5360
Gilching GWG Argelsried | de:09188:5587
Gilching Gymnasium | de:09188:5656
Gilching Pähler Weg | de:09188:5357
Gilching RUAG | de:09188:5456
Gilching Welfenstraße | de:09188:5365
Gilching Weßlinger Straße | de:09188:5363
Gilching Zeppelinstraße | de:09188:5375
Ginsham Ginsham | de:09187:40860
Gittenbach Gittenbach | de:09186:8458
Glasberg (Kr Mühldorf) Huttenstätt, Abzw. | de:09183:6948
Glaslern Glaslern | de:09177:3410
Glaslern Mooslern | de:09177:3408
Glaswinkl Glaswinkl | de:09173:4938
Glon Glon | de:09771:1181
Glonnbercha Glonnbercha | de:09174:6854
Glonn (Kr Dachau) Ainhofer Straße | de:09174:7259
Glonn (Kr Dachau) Emmeranstraße | de:09174:7210
Glonn (Kr EBE) Bahnhofsplatz | de:09175:4176
Glonn (Kr EBE) Fuggerstraße | de:09175:4172
Glonn (Kr EBE) Rotter Straße | de:09175:4235
Gmaind (Ebersberg) Gmaind | de:09175:4057
Göbelsbach Göbelsbach | de:09772:6507
Göbelsbach Göbelsbach MVV Haltestelle | de:09186:8606
Göggenhofen Abzw. Laus | de:09184:2352
Goldach (Obb.) Erlenweg | de:09178:2609
Goldach (Obb.) Freisinger Straße | de:09178:2664
Goldach (Obb.) Mittermeierweg | de:09178:2626
Goldach (Obb.) Pfarrer-Pflüger-Straße | de:09178:2603
Goldach (Obb.) Rosenstraße | de:09178:9602
Goldach (Obb.) Tannenweg | de:09178:9603
Goldach (Obb.) Ulmenstraße | de:09178:2629
Goldach (Obb.) Weißdornweg | de:09178:2607
Goldbrunn (Maitenbeth) Goldbrunn | de:09183:80631
Göppertshausen Göppertshausen | de:09174:6843
Goppertshofen (Kr Dachau) Goppertshofen | de:09174:7280
Göttenbach Göttenbach, Abzw. | de:09177:3730
Götting (Bruckmühl) Götting am Bach | de:09187:41248
Götting (Bruckmühl) Götting, Raiffeisenbank | de:09187:41226
Göttschlag Göttschlag | de:09178:2828
Götzendorf (Attenkirchen) Götzendorf, Abzw. | de:09178:3019
Graben (Königsdorf) Graben | de:09173:4929
Graben (Kr Erding) Graben (Erding) | de:09177:3673
Graben (Steinhöring) Graben | de:09175:4319
Gräfelfing Alois-Johannes-Lippl-Straße | de:09184:2571
Gräfelfing Am Haag | de:09184:2567
Gräfelfing Eichendorffplatz | de:09184:2574
Gräfelfing Finkenstraße | de:09184:2604
Gräfelfing Freihamer Straße | de:09184:2589
Gräfelfing Gräfelfing | de:09184:2590
Gräfelfing Hügelstraße | de:09184:2475
Gräfelfing Jugendmusikschule | de:09184:2573
Gräfelfing Lohenstraße | de:09184:2566
Gräfelfing Neuer Friedhof | de:09184:2564
Gräfelfing Pasinger Straße | de:09184:2572
Gräfelfing Rathaus | de:09184:2737
Gräfelfing Reichartstraße | de:09184:2577
Gräfelfing Rottenbucher Straße | de:09184:2576
Gräfelfing Rudolfstraße | de:09184:2591
Gräfelfing Seeholzenstraße | de:09184:2569
Gräfelfing Sudetenstraße | de:09184:2575
Gräfelfing Waldstraße | de:09184:2587
Gräfelfing Weinbuchweg | de:09184:2568
Gräfelfing Würmtalstraße | de:09184:2565
Grafendorf (b Volkenschwand) Grafendorf | de:09178:3047
Grafing Bahnhof Grafing Bahnhof | de:09175:4050
Grafing (b München) Bergstraße | de:09175:4102
Grafing (b München) Dobelklause | de:09175:4186
Grafing (b München) Evangelische Kirche | de:09175:4243
Grafing (b München) Goethering | de:09175:4096
Grafing (b München) Goldberg | de:09175:4073
Grafing (b München) Grafing Stadt | de:09175:4060
Grafing (b München) Griesstraße | de:09175:4100
Grafing (b München) Gymnasium | de:09175:4101
Grafing (b München) Haidlinger Weg | de:09175:4103
Grafing (b München) Jahnstraße | de:09175:4098
Grafing (b München) Leonhardikirche | de:09175:4113
Grafing (b München) Mühlenstraße | de:09175:4345
Grafing (b München) Pienzenauer Straße | de:09175:4241
Grafing (b München) Rotter Straße | de:09175:4099
Grafing (b München) Sanftlring | de:09175:4193
Grafing (Kr Erding) Grafing | de:09177:3621
Grafing (Kr Pfaffenhofen) Grafing | de:09186:8145
Grafing (Sauerlach) Grafing (b.Sauerlach) | de:09184:2412
Grafing (Sauerlach) Neubauerweg | de:09184:2425
Grafrath Amperbrücke | de:09179:5909
Grafrath Bahnhofstraße | de:09179:5904
Grafrath Brandweg | de:09179:5901
Grafrath Finkenweg | de:09179:5903
Grafrath Graf-Rasso-Straße | de:09179:5905
Grafrath Grafrath | de:09179:6220
Grafrath Marthashofen | de:09179:5919
Grafrath Rassosiedlung | de:09179:5902
Grafrath Schule | de:09179:5908
Grandlmiltach Grandlmiltach | de:09178:2765
Granting (Taufkirchen) Granting | de:09177:3782
Grasbrunn Am Sportpark | de:09184:2231
Grasbrunn Grasbrunn | de:09184:2266
Grasbrunn Kirchplatz | de:09184:2323
Grasbrunn Lehnerstraße | de:09184:2221
Grasbrunn Neukeferloher Weg | de:09184:2357
Graßlfing (Olching) Dietschweg | de:09179:5795
Graßlfing (Olching) Ferdinandstraße | de:09179:6795
Graßlfing (Olching) Feuerwehr Geiselbullach | de:09179:6568
Graßlfing (Olching) Forstweg | de:09179:5774
Graßlfing (Olching) Georgenstraße | de:09179:6256
Graßlfing (Olching) Gröbenzeller Straße | de:09179:5793
Graßlfing (Olching) Gut | de:09179:5772
Graßlfing (Olching) Im Schwaigfeld | de:09179:6541
Graßlfing (Olching) Josef-Kistler-Weg | de:09179:5334
Graßlfing (Olching) Ludwigstraße | de:09179:6213
Graßlfing (Olching) Olchinger See | de:09179:6224
Graßlfing (Olching) Sägmühlstraße | de:09179:6252
Graßlfing (Olching) Schule | de:09179:6254
Graßlfing (Olching) Wiesenweg | de:09179:5773
Graßlfing (Olching) Wittelsbacher Allee | de:09179:6231
Gremertshausen Gremertshausen | de:09178:3062
Gritschenöd Gritschenöd | de:09183:80971
Gröbenried Langwieder Straße | de:09174:7001
Gröbenried Münchner Straße | de:09174:6819
Gröbenzell Akeleistraße | de:09179:5775
Gröbenzell Am Sandberg | de:09179:6124
Gröbenzell Am Weidegrund | de:09179:6119
Gröbenzell Am Zillerhof | de:09179:6122
Gröbenzell Beislerstraße | de:09179:5796
Gröbenzell Bernhard-Rößner-Straße | de:09179:6114
Gröbenzell Birkenstraße | de:09179:5794
Gröbenzell Eibenweg | de:09179:5779
Gröbenzell Eschenrieder Straße | de:09179:5784
Gröbenzell Exterstraße | de:09179:6589
Gröbenzell Freyastraße | de:09179:6597
Gröbenzell Gärtnerstraße | de:09179:6593
Gröbenzell Gröbenhüterstraße | de:09179:6118
Gröbenzell Gröbenzell Bf. / Schubertstr. | de:09179:5780
Gröbenzell Gröbenzell | de:09179:6100
Gröbenzell Heidestraße | de:09179:5776
Gröbenzell Industriestraße | de:09179:6596
Gröbenzell Irisstraße | de:09179:5777
Gröbenzell Karwendelstraße | de:09179:6115
Gröbenzell Kirchenstraße | de:09179:5797
Gröbenzell Mittenwalder Straße | de:09179:6113
Gröbenzell Puchheimer Straße | de:09179:6116
Gröbenzell Rotwandstraße | de:09179:5781
Gröbenzell Sportzentrum | de:09179:6595
Gröbenzell Wachtelweg | de:09179:5778
Gröbenzell Westendstraße | de:09179:5786
Gröbenzell Ziegelei-Ring | de:09179:5799
Gronsdorf (b München) Gronsdorf | de:09184:2130
Gronsdorf (b München) Kirche | de:09184:2145
Gronsdorf (b München) Sofienstraße | de:09184:2143
Großaign (Obb.) Großaign | de:09177:5957
Großberghofen (Kr Dachau) Dorfstraße | de:09174:6902
Großberghofen (Kr Dachau) Lärchenweg | de:09174:6965
Großberghofen (Kr Dachau) Rienshofener Straße | de:09174:6963
Großberghofen (Kr Dachau) Sägstraße | de:09174:6877
Großberghofen (Kr Dachau) Siedlung | de:09174:6904
Großdingharting Großdingharting | de:09184:2480
Großeichenhausen Großeichenhausen | de:09184:2429
Großeisenbach Großeisenbach | de:09178:2705
Großgründling Großgründling | de:09178:2966
Großhartpenning Großhartpenning, Kirche | de:09182:43243
Großhartpenning Kirchbergstr. | de:09182:43856
Großhelfendorf Großhelfendorf | de:09184:2280
Großhelfendorf Staatsstraße | de:09184:2355
Großhesselohe Am Grundelberg | de:09184:2514
Großhesselohe Großhesselohe Isartalbahnhof | de:09184:2500
Großhesselohe Marienstraße | de:09184:2515
Großhesselohe Staatsbahnhof | de:09184:2513
Großhesselohe Wettersteinstraße | de:09184:2512
Großhöhenrain Großhöhenrain | de:09187:40862
Großinzemoos Finkenweg | de:09174:7356
Großinzemoos Kindergarten | de:09174:7352
Großinzemoos Maibaum | de:09174:7354
Großkatzbach Großkatzbach | de:09177:3674
Großnöbach Kirche | de:09178:2703
Großnöbach Kreuzung | de:09178:2692
Großschwindau Großschwindau | de:09177:3666
Großstockach Großstockach | de:09177:3592
Großwimpasing Großwimpasing | de:09177:3824
Grub (Poing) Grub Bf. Nord | de:09175:3938
Grub (Poing) Grub Bf. Süd | de:09175:3939
Grub (Poing) Grub | de:09175:3950
Grub (Poing) Professor-Dürrwächter-Platz | de:09175:3946
Grub (Poing) Prof.-Zorn-Straße | de:09175:3948
Grucking Grucking | de:09177:3617
Grünbach (Bockhorn) Grünbach | de:09177:3562
Grünbach (Dorfen) Grünbach | de:09177:9671
Gründholm Abzw. Gründholm | de:09186:8630
Gründl (Kr Freising) Gründl | de:09178:3039
Grüneck (Obb.) Erdinger Straße | de:09178:2656
Grunertshofen Grunertshofen, Ort | de:09179:6418
Grunertshofen Grunertshofen West | de:09179:6419
Grüntegernbach Hochstraß | de:09177:4323
Grüntegernbach Kirche | de:09177:3678
Grüntegernbach Tappberger Feld | de:09177:3677
Grünwald (Kr München) Bavariafilmplatz | de:09184:2458
Grünwald (Kr München) Derbolfinger Platz | de:09184:2456
Grünwald (Kr München) Dr.-Max-Straße | de:09184:2880
Grünwald (Kr München) Friedhof | de:09184:2472
Grünwald (Kr München) Gymnasium | de:09184:2454
Grünwald (Kr München) Hirtenweg | de:09184:2470
Grünwald (Kr München) Isarbrücke | de:09184:2457
Grünwald (Kr München) Josef-Sammer-Straße | de:09184:2452
Grünwald (Kr München) Ludwig-Thoma-Straße | de:09184:2464
Grünwald (Kr München) Parkplatz | de:09184:2462
Grünwald (Kr München) Rathaus | de:09184:2455
