Bahnhof               | id 
München Auenbruggerstraße | de:09162:1838
München Auerfeldstraße | de:09162:139
München Augustenfelder Straße | de:09162:1835
München Augustenstraße | de:09162:128
München August-Everding-Straße | de:09162:890
München Augustin-Rösch-Straße | de:09162:401
München Aurbacherstraße | de:09162:152
München Aurikelstraße | de:09162:1402
München Authariplatz | de:09162:1121
München Autharistraße | de:09162:1172
München Avenariusplatz | de:09162:1666
München Baaderstraße | de:09162:115
München Bad Forstenried | de:09162:1415
München Bad Maria Einsiedel | de:09162:1142
München Bad-Schachener-Straße | de:09162:997
München Bahnstraße | de:09162:930
München Baierbrunner Straße | de:09162:1301
München Bajuwarenstraße | de:09162:909
München Balanstraße | de:09162:1056
München Baldeplatz | de:09162:61
München Barbarastraße | de:09162:107
München Barlachstraße | de:09162:513
München Barthstraße | de:09162:64
München Basler Straße | de:09162:1490
München Bastian-Schmid-Platz | de:09162:1344
München Batschkastraße | de:09162:948
München Baubergerstraße | de:09162:231
München Baumgartnerstraße | de:09162:1232
München Baumkirchner Platz | de:09162:893
München Baumkirchner Straße | de:09162:903
München Bauseweinallee | de:09162:1770
München Bayerischer Rundfunk | de:09162:548
München Bayerwaldstraße | de:09162:999
München Beethovenplatz | de:09162:57
München Bellinzonastraße | de:09162:1437
München Benderstraße | de:09162:1767
München Benedikterstraße | de:09162:1727
München Berduxstraße | de:09162:1859
München Berg am Laim Bf. (Süd) | de:09162:899
München Berg am Laim | de:09162:910
München Berger-Kreuz-Straße | de:09162:1036
München Bergerwaldstraße | de:09162:989
München Bergmannstraße | de:09162:87
München Bergsonstraße | de:09162:1734
München Bergwachtstraße | de:09162:1983
München Bernheimerstraße | de:09162:627
München Bernsteinweg | de:09162:445
München Bertha-von-Suttner-Weg | de:09162:1806
München Betschartstraße | de:09162:1701
München Bichlhofweg | de:09162:557
München Bildungscampus Freiham | de:09162:1757
München Bingener Straße | de:09162:316
München Birkhahnweg | de:09162:936
München Bismarckstraße | de:09162:455
München Bleibtreustraße | de:09162:1358
München Blumenau | de:09162:1634
München Blumenstraße | de:09162:113
München Blutenburg | de:09162:1807
München BMW-FIZ | de:09162:755
München Böhmerwaldplatz | de:09162:560
München Bonner Platz | de:09162:410
München Borstei | de:09162:305
München Boschbrücke | de:09162:119
München Botanischer Garten | de:09162:211
München Bremer Straße | de:09162:745
München Briefzentrum | de:09162:217
München Brudermühlstraße | de:09162:1430
München Bruno-Walter-Ring | de:09162:636
München Bundesfinanzhof | de:09162:91
München Bunzlauer Platz | de:09162:237
München Burgauerstraße | de:09162:730
München Bürgerpark Oberföhring | de:09162:625
München Burghausener Straße | de:09162:218
München Campingplatz Langwieder See | de:09162:1794
München Campingplatz Obermenzing | de:09162:1815
München Campingplatz Thalkirchen | de:09162:1144
München Candidplatz | de:09162:1180
München Caracciolastraße | de:09162:792
München Carola-Neher-Straße | de:09162:1333
München Chiemgaustraße | de:09162:1108
München Chinesischer Turm | de:09162:135
München Cincinnatistraße | de:09162:1062
München Clarita-Bernhard-Straße | de:09162:1758
München Claude-Lorrain-Straße | de:09162:62
München Claudiusplatz | de:09162:377
München Clemensstraße | de:09162:422
München Corinthstraße | de:09162:1009
München Corneliusbrücke | de:09162:151
München Cosimabad | de:09162:653
München Curd-Jürgens-Straße | de:09162:1018
München Curt-Mezger-Platz | de:09162:326
München Dachstraße | de:09162:1672
München Daglfing Bahnhof Ost | de:09162:704
München Daglfing Bahnhof West | de:09162:705
München Daglfing | de:09162:700
München Dall'Armistraße | de:09162:213
München Dankwartstraße | de:09162:209
München Daphnestraße | de:09162:616
München Deidesheimer Straße | de:09162:296
München Denninger Straße | de:09162:654
München Deroystraße | de:09162:223
München Dessauerstraße | de:09162:333
München Detmoldstraße | de:09162:337
München Deutsches Museum | de:09162:69
München Diakon-Kerolt-Weg | de:09162:1031
München Diefenbachstraße | de:09162:1318
München Dientzenhoferstraße | de:09162:406
München Dietlindenstraße | de:09162:510
München Dillinger Straße | de:09162:1938
München Domagkstraße | de:09162:502
München Domagkstraße West | de:09162:425
München Dom-Pedro-Straße | de:09162:153
München Donauwörther Straße | de:09162:1943
München Donnersbergerbrücke | de:09162:8
München Donnersbergerstraße | de:09162:54
München Dorfstraße | de:09162:1809
München Drachenseestraße | de:09162:1305
München Drosselweg | de:09162:939
München Drozzaweg | de:09162:1546
München Drygalski-Allee | de:09162:1464
München Dülferstraße | de:09162:780
München Eberlestraße | de:09162:1357
München Edeltraudstraße | de:09162:934
München Edmund-Rumpler-Straße | de:09162:464
München Eduard-Schmid-Straße | de:09162:41
München Effnerplatz | de:09162:650
München Effnerstraße | de:09162:618
München Ehrenbreitsteiner Straße | de:09162:313
München Ehrenbürgstraße | de:09162:1759
München Ehrengutstraße | de:09162:146
München Ehrenmal | de:09162:1434
München Eichelhäherstraße | de:09162:1756
München Eininger Straße | de:09162:1962
München Einsteinstraße | de:09162:662
München Elektrastraße | de:09162:652
München Elisabeth-Jost-Straße | de:09162:1735
München Elisabethplatz | de:09162:47
München Elisenstraße | de:09162:156
München Ellis-Kaut-Straße | de:09162:1721
München Elsenheimerstraße | de:09162:1205
München Emdenstraße | de:09162:1038
München Emmerigweg | de:09162:543
München Engelbertstraße | de:09162:1623
München Englburgstraße | de:09162:1745
München Englschalking | de:09162:710
München Englschalkinger Straße | de:09162:605
München Erlbachstraße | de:09162:1750
München Eschenrieder Straße | de:09162:1855
München Esmarchstraße | de:09162:1821
München Ettalstraße | de:09162:1308
München Eulenspiegelstraße | de:09162:965
München Euro-Industriepark Nord | de:09162:443
München Euro-Industriepark West | de:09162:415
München Eversbuschstraße | de:09162:1839
München Fachnerstraße | de:09162:1208
München Faganastraße | de:09162:1982
München Fasanenstraße | de:09162:1904
München Fasanerie | de:09162:310
München Fasaneriestraße | de:09162:105
München Fasangarten | de:09162:1120
München Fasangartenstraße | de:09162:1053
München Federseestraße | de:09162:1748
München Feldbergstraße | de:09162:953
München Feldmoching Bf. Ost | de:09162:368
München Feldmoching | de:09162:320
München Feldmochinger Anger | de:09162:359
München Feldmochinger See | de:09162:1973
München Ferchenbachstraße | de:09162:1964
München Fernpaßstraße | de:09162:1306
München Fertigstraße | de:09162:1334
München Finsterwalderstraße | de:09162:1914
München Fischer-von-Erlach-Straße | de:09162:1643
München Flemischweg | de:09162:1543
München Florastraße | de:09162:933
München Floriansmühlstraße | de:09162:542
München Flößergasse | de:09162:1157
München Floßlände | de:09162:1143
München-Flughafen Flughafen, AirSite 43 | de:09178:2649
München-Flughafen Flughafen, Besucherpark | de:09178:2860
München-Flughafen Flughafen, Briefzentrum | de:09178:2861
München-Flughafen Flughafen, MAC/Terminal 1 | de:09178:3239
München-Flughafen Flughafen München | de:09178:3240
München-Flughafen Flughafen, Parkpl. P41/Novotel | de:09178:2651
München-Flughafen Flughafen, Terminal 2 | de:09178:2726
München-Flughafen Flughafen, Terminalbereich A/B | de:09178:2719
München-Flughafen Flughafen, Terminalbereich D/E | de:09178:2727
München Flurstraße | de:09162:22
München Fockensteinstraße | de:09162:1045
München Forstenried | de:09162:1356
München Forstenrieder Allee | de:09162:1480
München Forstenrieder Park | de:09162:1421
München Forst-Kasten-Allee | de:09162:1438
München Frankfurter Ring | de:09162:750
München Franz-Nißl-Straße | de:09162:1825
München Franz-Sperr-Weg | de:09162:344
München Frasdorfer Straße | de:09162:1178
München Frauendorferstraße | de:09162:1901
München Frauenmantelanger | de:09162:396
München Fraunhoferstraße | de:09162:150
München Freiham | de:09162:1740
München Freiham, Möbel Höffner | de:09162:1765
München Freiligrathstraße | de:09162:458
München Freimann | de:09162:420
München Freimanner Hölzl | de:09162:466
München Freischützstraße | de:09162:604
München Friedastraße | de:09162:1328
München Friedenheimer Straße | de:09162:270
München Friedensengel/Villa Stuck | de:09162:73
München Friedenspromenade | de:09162:929
München Friedhof Obermenzing | de:09162:1805
München Friedhof Perlach | de:09162:1035
München Friedhof Riem | de:09162:803
München Friedhof Untermenzing | de:09162:1818
München Friedrich-Eckart-Straße | de:09162:641
München Friedrich-Engels-Bogen | de:09162:915
München Friedrich-Hebbel-Straße | de:09162:1336
München Friedrichstraße | de:09162:109
München Friesplatz | de:09162:957
München Fritz-Meyer-Weg | de:09162:601
München Fröttmaning Auensiedlung | de:09162:547
München Fröttmaning | de:09162:470
München Fuggerstraße | de:09162:1234
München Fürstenrieder Straße | de:09162:1602
München Fürstenried West | de:09162:1500
München Gaiglstraße | de:09162:185
München Galileiplatz | de:09162:133
München Ganghoferbrücke | de:09162:1101
München Garmischer Straße | de:09162:1222
München Gartenstraße | de:09162:308
München Gärtnerplatztheater | de:09162:114
München Gärtnerstraße | de:09162:330
München Gautinger Straße | de:09162:1442
München Geisenhausenerstraße | de:09162:1324
München Gelbhofstraße | de:09162:1533
München Gellertstraße | de:09162:553
München Georg-Birk-Straße | de:09162:293
München Georg-Brauchle-Haus | de:09162:1039
München Georg-Brauchle-Ring | de:09162:312
München Georgenstraße | de:09162:36
München Georg-Hirth-Platz | de:09162:56
München Georg-Reismüller-Straße | de:09162:1840
München Geretsrieder Straße | de:09162:1361
München Gerhardstraße | de:09162:1191
München Gerlachweg | de:09162:1830
München Germeringer Weg | de:09162:1733
München Gern | de:09162:990
München Gertrud-Grunow-Straße | de:09162:448
München Giesing | de:09162:1110
München Gilchinger Straße | de:09162:1736
München Gilgstraße | de:09162:1360
München Giselastraße | de:09162:80
München Glötzleweg | de:09162:1347
München Gmunder Straße | de:09162:1327
München Gnadenwaldplatz | de:09162:944
München Goetheplatz | de:09162:40
München Goldlackplatz | de:09162:354
München Gollierplatz | de:09162:102
München Gondrellplatz | de:09162:1554
München Görresstraße | de:09162:35
München Görzer Straße | de:09162:1059
München Görzer Straße Schule | de:09162:978
München Goteboldstraße | de:09162:1851
München Gotzinger Platz | de:09162:1134
München Gräfelfinger Straße | de:09162:1524
München Grafinger Straße | de:09162:896
München Graf-Lehndorff-Straße | de:09162:811
München Grashofstraße | de:09162:1981
München Griechenstraße | de:09162:1173
München Griegstraße | de:09162:423
München Grillparzerstraße | de:09162:23
München Grimmeisenstraße | de:09162:599
München Gröbenzeller Straße | de:09162:366
München Großhadern | de:09162:1530
München Großhaderner Straße | de:09162:1532
München Großhesseloher Brücke | de:09162:1125
München Großlappen | de:09162:545
München Großmarkthalle | de:09162:1133
München Gruithuisenstraße | de:09162:1926
München Grünstraße | de:09162:1313
München Grüntal | de:09162:619
München Grusonstraße | de:09162:442
München Guido-Schneble-Straße | de:09162:1656
München Gulbranssonstraße | de:09162:1351
München Gundelkoferstraße | de:09162:439
München Gundermannstraße | de:09162:355
München Gustav-Freytag-Straße | de:09162:552
München Gustav-Mahler-Straße | de:09162:454
München Hackerbrücke | de:09162:7
München Haderner Stern | de:09162:1520
München Haderunstraße | de:09162:1536
München Haidenauplatz | de:09162:46
München Halfinger Straße | de:09162:926
München Halligenplatz | de:09162:911
München Hanauer Straße | de:09162:304
München Hanebergstraße | de:09162:164
München Hanna-Kirchner-Weg | de:09162:1541
München Hansapark | de:09162:1218
München Hansastraße | de:09162:1217
München Hans-Fischer-Straße | de:09162:101
München Hans-Steinkohl-Straße | de:09162:1762
München Hans-Thonauer-Straße | de:09162:1214
München Harras | de:09162:1130
München Harthof | de:09162:770
München Hasenbergl | de:09162:790
München Hasenberglstraße | de:09162:358
München Hasenbergl Süd | de:09162:356
München Hatzelweg | de:09162:1411
München Hauptbahnhof | de:09162:6
München Hauptbahnhof Nord | de:09162:7000
München Hauptbahnhof Süd | de:09162:5000
München Hauseggerstraße | de:09162:1831
München Hauzenberger Straße | de:09162:1201
München Haylerstraße | de:09162:1967
München Hechtseestraße | de:09162:1004
München Heckenstallerstraße | de:09162:1149
München Heckscherstraße | de:09162:431
München Heerstraße | de:09162:1908
München Heerstraße West | de:09162:1772
München Heideckstraße | de:09162:307
München Heidemannstraße | de:09162:438
München Heimeranplatz | de:09162:1150
München Heimeranplatz Süd | de:09162:1159
München Heinrich-Wieland-Straße | de:09162:1007
München Helene-Wessel-Bogen | de:09162:771
München Hellensteinstraße | de:09162:1747
München Helmut-Schmidt-Allee | de:09162:1755
München Helsinkistraße | de:09162:817
München Heltauer Straße | de:09162:807
München Herkomerplatz | de:09162:76
München Hermann-Gmeiner-Weg | de:09162:699
München Hermann-Lingg-Straße | de:09162:55
München Hermann-Pünder-Straße | de:09162:1008
München Herthastraße | de:09162:225
München Herzog-Ernst-Platz | de:09162:1102
München Herzogpark | de:09162:512
München Herzogstraße | de:09162:311
München Himalajastraße | de:09162:947
München Himmelschlüsselstraße | de:09162:341
München Hinterbärenbadstraße | de:09162:1226
München Hinterbrühl | de:09162:1145
München Hippelstraße | de:09162:955
München Hirschauer Straße | de:09162:132
München Hirschgartenallee | de:09162:227
München Hirschgarten | de:09162:31
München Hochäckerstraße | de:09162:1022
München Höcherstraße | de:09162:1824
München Hochschule München | de:09162:32
München Hochschule München (Lothstr.) | de:09162:12
München Hofangerstraße | de:09162:1037
München Hofbräuallee | de:09162:809
München Hofbrunnstraße | de:09162:1346
München Hofmannstraße | de:09162:1302
München Höglwörther Straße | de:09162:1316
München Hohenadelweg | de:09162:1860
München Hohensteinstraße | de:09162:1714
München Hohenzollernplatz | de:09162:140
München Hohenzollernstraße | de:09162:108
München Holbeinstraße | de:09162:74
München Holzapfelkreuth | de:09162:1510
München Holzapfelstraße | de:09162:67
München Holzkirchner Bahnhof | de:09162:90
München Holzwiesenstraße | de:09162:1017
München Hönigschmidplatz | de:09162:1652
München Hopfenstraße | de:09162:232
München Hortigstraße | de:09162:1944
München Hörweg | de:09162:1751
München Hubertusbrunnen | de:09162:158
München Hubertusstraße | de:09162:221
München Hufelandstraße | de:09162:762
München Hugo-Lang-Bogen | de:09162:916
München Hugo-Troendle-Straße | de:09162:302
München Humboldtstraße | de:09162:63
München Ilse-Fehling-Straße | de:09162:1741
München Iltisstraße | de:09162:940
München Im Gefilde | de:09162:964
München Implerstraße | de:09162:1140
München Im Wismat | de:09162:1768
München In den Kirschen | de:09162:236
München Infanteriestraße | de:09162:106
München Infanteriestraße Süd | de:09162:45
München Ingolstädter Straße | de:09162:426
München Innsbrucker Ring | de:09162:1060
München Irisstraße | de:09162:352
München Isarring | de:09162:620
München Isartor | de:09162:3
München Isartor/Zweibrückenstraße | de:09162:26
München Isengaustraße | de:09162:976
München Ittlingerstraße | de:09162:357
München Jagdhornstraße | de:09162:995
München Jakob-Gelb-Platz | de:09162:1163
München Jakob-Kaiser-Straße | de:09162:1016
München Jaspersallee | de:09162:1717
München Johann-Clanze-Straße | de:09162:1335
München Johanneskirchen Bf. West | de:09162:721
München Johanneskirchen | de:09162:720
München Johanneskirchner Straße | de:09162:602
München Josef-Frankl-Straße | de:09162:1984
München Josef-Lang-Straße | de:09162:1849
München Josef-Wirth-Weg | de:09162:544
München Joseph-Dollinger-Bogen | de:09162:429
München Josephinenstraße | de:09162:1331
München Josephsburg | de:09162:1220
München Josephsplatz | de:09162:130
München Joseph-Suder-Bogen | de:09162:1739
München Kafkastraße | de:09162:960
München Kaiserhölzlstraße | de:09162:1978
München Kammerspiele | de:09162:18
München Kapuzinerplatz/Arbeitsagentur | de:09162:58
München Kapuzinerstraße | de:09162:59
München Karl-Hänel-Straße | de:09162:1836
München Karl-Marx-Ring | de:09162:1011
München Karl-Preis-Platz | de:09162:1070
München Karl-Schmid-Straße | de:09162:972
München Karlsfelder Straße | de:09162:1976
München Karlsplatz (Stachus) | de:09162:1
München Karlstraße | de:09162:15
München Karl-Theodor-Straße | de:09162:421
München Karl-von-Roth-Straße | de:09162:1916
München Karolinenplatz | de:09162:52
München Karwinskistraße Ost | de:09162:1773
München Karwinskistraße West | de:09162:1766
München Kastenbauerstraße | de:09162:645
München Kazmairstraße | de:09162:85
München Keilberthstraße | de:09162:453
München Kemnatenstraße | de:09162:226
München Kemptener Straße | de:09162:1448
München Kieferngarten | de:09162:430
München Kiefernstraße | de:09162:1179
München Kirchenstraße | de:09162:118
München Kirchtruderinger Straße | de:09162:801
München Kistlerhofstraße | de:09162:1337
München Klagenfurter Straße | de:09162:1057
München Klara-Ziegler-Bogen | de:09162:977
München Klenzestraße | de:09162:96
München Kleselstraße | de:09162:1826
München Klinikum Großhadern | de:09162:1540
München Klinikum Großhadern Nord | de:09162:1474
München Klinikum Großhadern Ost | de:09162:1472
München Klinikum Harlaching | de:09162:1123
München Klinikum Neuperlach | de:09162:962
München Klopstockstraße | de:09162:424
München Knappertsbuschstraße | de:09162:635
München Knorrstraße | de:09162:752
München Kollwitzstraße | de:09162:451
München Kölner Platz | de:09162:435
München Kolumbusplatz | de:09162:160
München Kolumbusplatz/Humboldtstraße | de:09162:162
München Kolumbusplatz (Nord) | de:09162:159
München Königinstraße | de:09162:123
München Königsplatz | de:09162:110
München Korbinian-Beer-Straße | de:09162:1924
München Korbinianplatz | de:09162:751
München Kornwegerstraße | de:09162:1502
München Krähenweg | de:09162:1754
München Kraillinger Weg | de:09162:1629
München Krankenhaus Martha Maria | de:09162:1156
München Krankenhaus Pasing | de:09162:1664
München Krauss-Maffei-Straße | de:09162:1857
München Krauss-Maffei-Straße Ost | de:09162:1856
München Krautheimstraße | de:09162:1918
München Kreillerstraße | de:09162:1230
München Kriegelsteinerstraße | de:09162:1413
München Kriemhildenstraße | de:09162:219
München Kristallstraße | de:09162:1968
München Krokusstraße | de:09162:1538
München Kronstadter Straße | de:09162:647
München Kronwinkler Straße | de:09162:1715
München Krumbadstraße | de:09162:1005
München Kuckucksblumenstraße | de:09162:385
München Kufsteiner Platz | de:09162:550
München Kulturzentrum Trudering | de:09162:994
München Kunihohstraße | de:09162:725
München Kunreuthstraße | de:09162:1724
München Kunstmannstraße | de:09162:1912
München Kurfürstenplatz | de:09162:43
München Kurparkstraße | de:09162:1525
München Kurzstraße | de:09162:1117
München Kustermannpark | de:09162:92
München Lagerhausstraße | de:09162:1132
München Laim | de:09162:9
München Laimer Platz | de:09162:280
München Lamprechtstraße | de:09162:956
München Landrichterstraße | de:09162:1061
München Landshuter Allee | de:09162:29
München Langbürgener Straße | de:09162:1064
München Langwied | de:09162:1800
München Langwieder See | de:09162:1793
München Langwied Ortsmitte | de:09162:1853
München Lassallestraße | de:09162:322
München Lauinger Straße | de:09162:1936
München Lautensackstraße | de:09162:1202
München Lebscheestraße | de:09162:1167
München Lehel | de:09162:590
München Lehrer-Wirth-Straße | de:09162:816
München Leienfelsstraße | de:09162:1700
München Leifstraße | de:09162:1185
München Lenbachplatz | de:09162:16
München Leonrodplatz | de:09162:11
München Lerchenauer See | de:09162:342
München Lerchenauer Straße | de:09162:324
München Lerchenstraße | de:09162:1986
München Leuchtenbergring | de:09162:900
München Leutstettener Straße | de:09162:1338
München Lilienthalallee Süd | de:09162:428
München Limesstraße | de:09162:1732
München Limmatstraße | de:09162:1409
München Lincolnstraße | de:09162:1182
München Lindberghstraße | de:09162:465
München Lochhausen | de:09162:1810
München Lochhausener Straße | de:09162:1816
München Lohengrinstraße | de:09162:624
München Lohensteinstraße | de:09162:1608
München Lorettoplatz | de:09162:1404
München Lotte-Branz-Straße | de:09162:767
München Lübecker Straße | de:09162:728
München Ludmillastraße | de:09162:1168
München Ludwig-Erhard-Allee | de:09162:1013
München Ludwig-Linsert-Straße | de:09162:1012
München Ludwigsbrücke | de:09162:122
München Ludwigsfeld (Campingplatz) | de:09162:381
München Luise-Kiesselbach-Platz | de:09162:1307
München Luisenstraße | de:09162:127
München Lüneburger Straße | de:09162:336
München Lustheimstraße | de:09162:235
München Lützelsteiner Straße | de:09162:549
München Machtlfinger Straße | de:09162:1470
München Mahirstraße | de:09162:621
München Maillingerstraße | de:09162:180
München Mainaustraße | de:09162:1704
München Maistraße | de:09162:142
München Mangfallplatz | de:09162:1210
München Mangfallplatz Süd | de:09162:1211
München MAN, Siedlung | de:09162:1975
München Manzostraße | de:09162:1928
München Marchioninistraße | de:09162:1424
München Margaretenplatz | de:09162:1104
München Margarete-Steiff-Straße | de:09162:299
München Margot-Kalinke-Straße | de:09162:768
München Mariabrunner Straße | de:09162:1713
München Maria-Eich-Straße | de:09162:1674
München Maria-Einsiedel-Straße | de:09162:1139
München Mariahilfplatz | de:09162:42
München Mariannenplatz | de:09162:84
München Maria-Probst-Straße | de:09162:769
München Maria-Ward-Straße | de:09162:212
München Marienburger Straße | de:09162:701
München Marienplatz | de:09162:2
München Marienplatz (Rindermarkt) | de:09162:166
München Marienplatz (Theatinerstraße) | de:09162:20
München Marienstern | de:09162:1345
München Markgrafenstraße | de:09162:951
München Marschnerstraße | de:09162:1801
München Marsopstraße | de:09162:1798
München Marsstraße | de:09162:222
München Martin-Empl-Ring | de:09162:805
München Matterhornstraße | de:09162:913
München Mauerkircherstraße | de:09162:77
München Max-Bill-Straße | de:09162:427
München Max-Born-Straße | de:09162:1963
München Max-Diamand-Straße | de:09162:753
München Maxhofstraße | de:09162:1441
München Maximilianeum | de:09162:21
München Maximilianstraße | de:09162:8008
München Max-Lebsche-Platz | de:09162:1426
München Maxmonument | de:09162:19
München Maxvorstadt/Sammlung Brandhorst | de:09162:86
München Max-Weber-Platz | de:09162:580
München Max-Weber-Platz (Johannispl.) | de:09162:581
München Max-Wönner-Straße | de:09162:343
München Melchiorstraße | de:09162:1326
München Memeler Straße | de:09162:606
München Menaristraße | de:09162:1654
München Menterschwaige | de:09162:1124
München Menterstraße | de:09162:1799
München Merseburger Straße | de:09162:376
München Messestadt Ost | de:09162:1260
München Messestadt West | de:09162:1250
München Mettenstraße | de:09162:224
München Michaelibad | de:09162:1050
München Milbertshofen | de:09162:740
München Milbertshofener Platz | de:09162:334
München Milbertshofener Straße | de:09162:417
München Mildred-Scheel-Bogen | de:09162:418
München Mindelheimer Straße | de:09162:1422
München Minnewitstraße | de:09162:1181
München Mitterfeldstraße | de:09162:1644
München Mittersendling | de:09162:1300
München Mitterweg | de:09162:1058
München Mönchbergstraße | de:09162:945
München Moosach | de:09162:300
München Moosacher St.-Martins-Platz | de:09162:370
München Moosacher Straße | de:09162:331
München Moosfeld | de:09162:1240
München Moosfeld Gewerbegebiet | de:09162:973
München Moselstraße | de:09162:611
München MTU-Museum | de:09162:8004
München Mühldorfstraße | de:09162:921
München Müllerstraße | de:09162:38
München München Hbf | de:09162:100
München Münchner Freiheit | de:09162:500
München Munckerstraße | de:09162:1350
München Münsinger Straße | de:09162:1341
München Murnauer Straße | de:09162:1317
München Muspillistraße | de:09162:628
München Mutschellestraße | de:09162:904
München Mutter-Teresa-Straße | de:09162:818
München MVG Museum | de:09162:8019
München Nailastraße | de:09162:1002
München Nationalmuseum/Haus der Kunst | de:09162:81
München Nationaltheater | de:09162:17
München Nauestraße | de:09162:958
München Nawiaskystraße | de:09162:1041
München Nederlinger Straße | de:09162:228
München Nederlinger Straße (West) | de:09162:239
München Nesselwanger Straße | de:09162:1355
München Nettelbeckstraße | de:09162:698
München Netzerstraße | de:09162:229
München Neuaubing | de:09162:1730
München Neuaubing West | de:09162:1726
München Neuer Südfriedhof | de:09162:1021
München Neuer Südfriedhof West | de:09162:1024
München Neuhausen | de:09162:204
München Neuherbergstraße | de:09162:436
München Neuhofen | de:09162:1151
München Neumarkter Straße | de:09162:897
München Neunkirchner Straße | de:09162:1162
München Neuperlach Süd | de:09162:1010
München Neuperlach Zentrum | de:09162:1030
München Neurieder Straße | de:09162:1416
München Nikolaus-Prugger-Weg | de:09162:928
München Nordbad | de:09162:34
München Nordendstraße | de:09162:48
München Nordfriedhof | de:09162:520
München Nusselstraße | de:09162:1841
München Nymphenburg Süd | de:09162:157
München Oberföhring Post | de:09162:626
München Oberhofer Platz | de:09162:416
München Oberhofer Weg | de:09162:757
München Obermenzing | de:09162:1900
München Obernzeller Straße | de:09162:1054
München Obersendling | de:09162:1450
München Oberwiesenfeld | de:09162:380
München Odeonsplatz | de:09162:60
München Odinpark | de:09162:615
München Odinstraße | de:09162:622
München Offenbachstraße | de:09162:1618
München Ohlauer Straße | de:09162:1942
München Olschewskibogen | de:09162:399
München Olympiaberg | de:09162:9029
München Olympia-Einkaufszentrum | de:09162:360
München Olympia-Einkaufszentrum Ost | de:09162:319
München Olympia-Einkaufszentrum West | de:09162:318
München Olympiapark Eissportstadion | de:09162:325
München Olympiapark Nord | de:09162:323
München Olympiapark West | de:09162:306
München Olympia-Pressestadt | de:09162:321
München Olympiasee | de:09162:290
München Olympiazentrum | de:09162:350
München Opalstraße | de:09162:1974
München Orleansstraße | de:09162:89
München Orthstraße | de:09162:1797
München Ortlerstraße | de:09162:1236
München Oskar-Maria-Graf-Ring | de:09162:917
München Oskar-von-Miller-Ring | de:09162:197
München Ostbahnhof (Bildungszentrum) | de:09162:892
München Ostbahnhof Friedenstraße | de:09162:895
München Ostbahnhof München | de:09162:5
München Ostbahnhof (Post) | de:09162:891
München Osterangerstraße | de:09162:1854
München Osterwaldstraße | de:09162:511
München Ostfriedhof | de:09162:1105
München Ostpark Eislaufzentrum | de:09162:1028
München Ottilienstraße | de:09162:975
München Otto-Hahn-Ring | de:09162:970
München Otto-Meitinger-Straße | de:09162:1753
München Ottostraße | de:09162:53
München Otto-Warburg-Straße | de:09162:1828
München Paidarstraße | de:09162:346
München Pappelallee | de:09162:383
München Paracelsusstraße | de:09162:441
München Paradiesstraße | de:09162:79
München Parkstadt Solln | de:09162:1352
München Partnachplatz | de:09162:1330
München Parzivalplatz | de:09162:433
München Pasing Bf. Nord | de:09162:1796
München Pasing | de:09162:10
München Pasinger Heuweg | de:09162:1834
München Pasinger Marienplatz | de:09162:1622
München Paulaner Brauerei | de:09162:1852
München Paul-Gerhardt-Allee | de:09162:1847
München Paul-Henri-Spaak-Straße | de:09162:814
München Paul-Hindemith-Allee | de:09162:444
München Paul-Wassermann-Straße | de:09162:824
München Pelkovenstraße | de:09162:301
München Perlach | de:09162:1000
München Perlschneiderstraße | de:09162:1633
München Peschelanger | de:09162:914
München Peslmüllerstraße | de:09162:1669
München Peter-Anders-Straße | de:09162:1846
München Peter-Auzinger-Straße | de:09162:1189
München Petuelring | de:09162:340
München Pfanzeltplatz | de:09162:1019
München Pfarrer-Grimm-Straße | de:09162:1819
München Phantasiestraße | de:09162:931
München Pilsenseestraße | de:09162:1315
München Pinakotheken | de:09162:51
München Pirolstraße | de:09162:1752
München Planegger Straße | de:09162:1626
München Plankenfelser Straße | de:09162:1728
München Plassenburgstraße | de:09162:1055
München Platanenstraße | de:09162:1563
München Plattlinger Straße | de:09162:1403
München Plettstraße | de:09162:1043
München Poccistraße | de:09162:30
München Polkostraße | de:09162:1803
München Pöllatstraße | de:09162:1112
München Pörtschacher Straße | de:09162:1605
München Poschingerstraße | de:09162:555
München Posener Platz | de:09162:608
München Potsdamer Straße | de:09162:434
München Pregerstraße | de:09162:1837
München Preußenstraße | de:09162:754
München Priel | de:09162:617
München Prinz-Eugen-Park | de:09162:632
München Prinzregentenplatz | de:09162:570
München Pronnerplatz | de:09162:1648
München Pühnstraße | de:09162:638
München Pulverturm | de:09162:397
München Pulverturmstraße | de:09162:363
München Pündterplatz | de:09162:452
München Putzbrunner Straße | de:09162:974
München Quiddestraße | de:09162:1040
München Ramersdorf | de:09162:1003
München Rangierbahnhof | de:09162:1965
München Rappelhofstraße | de:09162:656
München Rathaus Pasing | de:09162:1624
München Rathenaustraße | de:09162:409
München Ratzingerplatz | de:09162:1303
München Ravensburger Ring | de:09162:1702
München Redwitzstraße | de:09162:551
München Regerplatz | de:09162:111
München Regina-Ullmann-Straße | de:09162:556
München Reginbaldstraße | de:09162:1906
München Reichenbachplatz | de:09162:68
München Reitmorstraße/Sammlung Schack | de:09162:121
München Renatastraße | de:09162:220
München Rennbahnstraße | de:09162:731
München Richard-Strauss-Straße | de:09162:680
München Ridlerstraße | de:09162:27
